,Brand,pickup,Model,Price,Range,Battery,Weight
40377,Opel,12.1,Zafira-e Life L 50 kWh,43575.0,180.0,46.3,1989 kg
40378,Opel,12.1,Vivaro-e Combi M 50 kWh,36995.0,185.0,46.3,1969 kg
40379,Porsche,4.0,Cayenne Electric (MY26),83200.0,520.0,108.0,2600 kg
40380,Porsche,4.0,Macan Electric (MY25),68500.0,495.0,94.9,2295 kg
40381,Porsche,4.0,Taycan,75500.0,410.0,71.0,2125 kg
40382,Porsche,4.0,Taycan,86500.0,495.0,82.3,2165 kg
40383,Porsche,4.0,Taycan 4S,86500.0,395.0,71.0,2215 kg
40384,Porsche,4.0,Macan 4 Electric (MY24-25),69800.0,470.0,94.9,2405 kg
40385,Porsche,4.0,Taycan Turbo S,142400.0,400.0,83.7,2370 kg
40386,Porsche,4.0,Taycan Plus,88200.0,575.0,97.0,2245 kg
40387,Porsche,4.0,Cayenne Turbo Electric (MY26),130900.0,495.0,108.0,2720 kg
40388,Porsche,4.0,Taycan Turbo S,162200.0,525.0,97.0,2370 kg
40389,Porsche,4.0,Taycan 4S,95900.0,490.0,82.3,2245 kg
40390,Porsche,4.0,Taycan 4 Cross Turismo,84500.0,420.0,83.7,2320 kg
40391,Porsche,4.0,Macan 4 Electric (MY26),71900.0,470.0,94.9,2405 kg
40392,Porsche,4.0,Taycan Turbo,119900.0,415.0,83.7,2380 kg
40393,Porsche,4.0,Macan Electric (MY26),68600.0,495.0,94.9,2295 kg
40394,Porsche,4.0,Macan Turbo Electric (MY24-25),95000.0,465.0,94.9,2480 kg
40395,Porsche,4.0,Taycan 4S Plus,90406.0,460.0,83.7,2295 kg
40396,Porsche,4.0,Taycan Turbo GT,189200.0,475.0,97.0,2365 kg
40397,Porsche,4.0,Macan 4S Electric (MY25),76900.0,470.0,94.9,2420 kg
40398,Porsche,4.0,Taycan GTS,110200.0,450.0,83.7,2370 kg
40399,Porsche,4.0,Taycan 4 Cross Turismo,96800.0,510.0,97.0,2355 kg
40400,Porsche,4.0,Taycan GTS,118200.0,535.0,97.0,2360 kg
40401,Porsche,4.0,Macan GTS Electric (MY26),89000.0,465.0,94.9,2470 kg
40402,Porsche,4.0,Taycan 4S Plus,96200.0,565.0,97.0,2325 kg
40403,Porsche,4.0,Macan Turbo Electric (MY26),97500.0,465.0,94.9,2480 kg
40404,Porsche,4.0,Taycan 4S Cross Turismo,99200.0,510.0,97.0,2355 kg
40405,Porsche,4.0,Taycan Plus,79549.0,475.0,83.7,2205 kg
40406,Porsche,4.0,Taycan Turbo GT Weissach,189200.0,475.0,97.0,2295 kg
40407,Porsche,4.0,Taycan,79200.0,420.0,71.0,2125 kg
40408,Porsche,4.0,Taycan 4S Cross Turismo,91000.0,420.0,83.7,2320 kg
40409,Porsche,4.0,Macan 4S Electric (MY26),77100.0,470.0,94.9,2420 kg
40410,Porsche,4.0,Taycan 4 Cross Turismo,88200.0,440.0,83.7,2320 kg
40411,Porsche,4.0,Taycan 4S,90700.0,415.0,71.0,2215 kg
40412,Porsche,4.0,Taycan Turbo,135200.0,535.0,97.0,2365 kg
40413,Porsche,4.0,Taycan 4S Cross Turismo,95200.0,440.0,83.7,2320 kg
40414,Porsche,4.0,Taycan Plus Sport Turismo,89200.0,530.0,97.0,2270 kg
40415,Porsche,4.0,Taycan Sport Turismo,87300.0,460.0,82.3,2190 kg
40416,Porsche,4.0,Taycan GTS Sport Turismo,119200.0,505.0,97.0,2385 kg
40417,Porsche,4.0,Taycan 4S Plus Sport Turismo,97200.0,510.0,97.0,2350 kg
40418,Porsche,4.0,Taycan Turbo S Cross Turismo,165200.0,485.0,97.0,2400 kg
40419,Porsche,4.0,Taycan Sport Turismo,80200.0,380.0,71.0,2155 kg
40420,Porsche,4.0,Taycan 4S Sport Turismo,96700.0,440.0,82.3,2270 kg
40421,Porsche,4.0,Taycan Turbo S Sport Turismo,163200.0,505.0,97.0,2395 kg
40422,Porsche,4.0,Taycan Turbo,125800.0,445.0,83.7,2380 kg
40423,Porsche,4.0,Taycan Turbo Cross Turismo,138200.0,495.0,97.0,2395 kg
40424,Porsche,4.0,Taycan Turbo S,148300.0,430.0,83.7,2370 kg
40425,Porsche,4.0,Taycan 4S Plus,94996.0,480.0,83.7,2295 kg
40426,Porsche,4.0,Taycan Turbo Sport Turismo,136200.0,505.0,97.0,2390 kg
40427,Porsche,4.0,Taycan GTS Sport Turismo,111200.0,425.0,83.7,2385 kg
40428,Porsche,4.0,Taycan Turbo Cross Turismo,120900.0,395.0,83.7,2395 kg
40429,Porsche,4.0,Taycan 4S Sport Turismo,91700.0,370.0,71.0,2245 kg
40430,Porsche,4.0,Taycan Turbo S Cross Turismo,143400.0,380.0,83.7,2395 kg
40431,Porsche,4.0,Taycan Turbo S Sport Turismo,149300.0,395.0,83.7,2400 kg
40432,Porsche,4.0,Taycan Plus,83654.0,485.0,83.7,2205 kg
40433,Porsche,4.0,Taycan 4S Plus Sport Turismo,95996.0,430.0,83.7,2325 kg
40434,Porsche,4.0,Taycan Plus Sport Turismo,84654.0,445.0,83.7,2235 kg
40435,Porsche,4.0,Taycan Turbo S Cross Turismo,149300.0,410.0,83.7,2395 kg
40436,Porsche,4.0,Taycan Turbo Cross Turismo,126800.0,425.0,83.7,2395 kg
40437,Porsche,4.0,Taycan Turbo Sport Turismo,126800.0,405.0,83.7,2405 kg
40438,Mercedes-Benz,12.0,CLA 250+,45615.0,585.0,85.0,2055 kg
40439,Mercedes-Benz,12.0,GLC 400 4MATIC,60350.0,500.0,94.0,2535 kg
40440,Mercedes-Benz,12.0,EQS 450+,112620.0,685.0,118.0,2545 kg
40441,Mercedes-Benz,12.0,GLB 250+,46100.0,465.0,85.0,2200 kg
40442,Mercedes-Benz,12.0,EQB 250+,52800.0,415.0,70.5,2105 kg
40443,Mercedes-Benz,12.0,CLA 350 4MATIC,54000.0,575.0,85.0,2135 kg
40444,Mercedes-Benz,12.0,EQC 400 4MATIC,74330.0,370.0,80.0,2495 kg
40445,Mercedes-Benz,12.0,CLA Shooting Brake 250+,47750.0,565.0,85.0,2075 kg
40446,Mercedes-Benz,12.0,G 580,180860.0,395.0,116.0,3085 kg
40447,Mercedes-Benz,12.0,EQA 250+,49750.0,420.0,70.5,2050 kg
40448,Mercedes-Benz,12.0,GLB 350 4MATIC,55100.0,460.0,85.0,2280 kg
40449,Mercedes-Benz,12.0,EQE 350+ (MY24),68360.0,555.0,96.0,2415 kg
40450,Mercedes-Benz,12.0,EQB 300 4MATIC,55310.0,345.0,66.5,2165 kg
40451,Mercedes-Benz,12.0,EQS SUV 450 4MATIC,129480.0,530.0,118.0,2840 kg
40452,Mercedes-Benz,12.0,CLA Shooting Brake 350 4MATIC,56300.0,555.0,85.0,2155 kg
40453,Mercedes-Benz,12.0,EQV 300 Long,92255.0,320.0,90.0,2625 kg
40454,Mercedes-Benz,12.0,EQS SUV Maybach 680,200870.0,490.0,118.0,3075 kg
40455,Mercedes-Benz,12.0,EQB 350 4MATIC,56810.0,345.0,66.5,2165 kg
40456,Mercedes-Benz,12.0,B 250e,28875.0,150.0,28.0,1725 kg
40457,Mercedes-Benz,12.0,EQA 250,47510.0,360.0,66.5,2040 kg
40458,Mercedes-Benz,12.0,EQS 450 4MATIC,115920.0,655.0,118.0,2655 kg
40459,Mercedes-Benz,12.0,EQE 300 (MY23),68810.0,525.0,89.0,2405 kg
40460,Mercedes-Benz,12.0,EQE SUV 350+ (MY23-24),75495.0,475.0,96.0,2490 kg
40461,Mercedes-Benz,12.0,EQS 450+,105610.0,635.0,107.8,2480 kg
40462,Mercedes-Benz,12.0,EQE SUV 350 4MATIC (MY23-24),79940.0,435.0,90.6,2560 kg
40463,Mercedes-Benz,12.0,EQE 350+ (MY22-23),76450.0,525.0,90.6,2355 kg
40464,Mercedes-Benz,12.0,EQS SUV 580 4MATIC,139480.0,530.0,118.0,2845 kg
40465,Mercedes-Benz,12.0,EQS 350,99845.0,570.0,96.0,2440 kg
40466,Mercedes-Benz,12.0,EQE 350 (MY23),77345.0,515.0,89.0,2405 kg
40467,Mercedes-Benz,12.0,EQV 300 Long,87995.0,310.0,90.0,2635 kg
40468,Mercedes-Benz,12.0,EQA 300 4MATIC,53010.0,350.0,66.5,2110 kg
40469,Mercedes-Benz,12.0,EQB 350 4MATIC,56810.0,340.0,66.5,2175 kg
40470,Mercedes-Benz,12.0,EQE 300 (MY22-23),74345.0,515.0,89.0,2385 kg
40471,Mercedes-Benz,12.0,EQC 400 4MATIC,65720.0,370.0,80.0,2495 kg
40472,Mercedes-Benz,12.0,EQA 350 4MATIC,54510.0,350.0,66.5,2110 kg
40473,Mercedes-Benz,12.0,EQB 300 4MATIC,55310.0,340.0,66.5,2175 kg
40474,Mercedes-Benz,12.0,EQS 450+,105610.0,635.0,108.4,2515 kg
40475,Mercedes-Benz,12.0,EQE 350 4MATIC (MY25),69365.0,515.0,90.6,2475 kg
40476,Mercedes-Benz,12.0,EQE SUV 500 4MATIC (MY23-24),90505.0,455.0,96.0,2610 kg
40477,Mercedes-Benz,12.0,EQA 300 4MATIC,53010.0,350.0,66.5,2105 kg
40478,Mercedes-Benz,12.0,EQE SUV 350+ (MY25),75505.0,475.0,96.0,2495 kg
40479,Mercedes-Benz,12.0,EQS SUV 580 4MATIC,139470.0,485.0,108.4,2810 kg
40480,Mercedes-Benz,12.0,EQA 250+,49750.0,420.0,70.5,2045 kg
40481,Mercedes-Benz,12.0,eVito Tourer Extra-Long 90 kWh,83850.0,305.0,90.0,2555 kg
40482,Mercedes-Benz,12.0,EQS AMG 53 4MATIC+,161860.0,585.0,118.0,2700 kg
40483,Mercedes-Benz,12.0,EQS AMG 53 4MATIC+,161860.0,540.0,107.8,2655 kg
40484,Mercedes-Benz,12.0,EQE 500 4MATIC (MY25),82615.0,505.0,90.6,2490 kg
40485,Mercedes-Benz,12.0,EQA 350 4MATIC,54510.0,350.0,66.5,2105 kg
40486,Mercedes-Benz,12.0,EQE SUV 500 4MATIC (MY25),90570.0,455.0,96.0,2615 kg
40487,Mercedes-Benz,12.0,EQE SUV 350 4MATIC (MY25),80005.0,435.0,90.6,2565 kg
40488,Mercedes-Benz,12.0,EQE 500 4MATIC (MY24),80610.0,505.0,90.6,2490 kg
40489,Mercedes-Benz,12.0,EQE SUV 350 4MATIC (MY23),90560.0,425.0,89.0,2580 kg
40490,Mercedes-Benz,12.0,EQE AMG 53 4MATIC+ (MY23),114750.0,450.0,90.6,2540 kg
40491,Mercedes-Benz,12.0,eVito Tourer Long 90 kWh,76368.0,310.0,90.0,2530 kg
40492,Mercedes-Benz,12.0,EQE SUV 500 4MATIC (MY23),108760.0,435.0,90.6,2560 kg
40493,Mercedes-Benz,12.0,EQV 300 Extra-Long,93955.0,315.0,90.0,2735 kg
40494,Mercedes-Benz,12.0,EQS AMG 53 4MATIC+,161860.0,535.0,108.4,2700 kg
40495,Mercedes-Benz,12.0,EQE AMG 53 4MATIC+ (MY25),105995.0,450.0,90.6,2540 kg
40496,Mercedes-Benz,12.0,EQE AMG 53 4MATIC+ (MY22-23),114750.0,455.0,90.6,2525 kg
40497,Mercedes-Benz,12.0,EQS SUV 450 4MATIC,129470.0,490.0,108.4,2805 kg
40498,Mercedes-Benz,12.0,EQE 350 (MY22-23),77345.0,510.0,89.0,2385 kg
40499,Mercedes-Benz,12.0,EQE SUV AMG 53 4MATIC+ (MY23-24),114995.0,420.0,90.6,2690 kg
40500,Mercedes-Benz,12.0,EQE AMG 53 4MATIC+ (MY24),105860.0,450.0,90.6,2540 kg
40501,Mercedes-Benz,12.0,EQE SUV AMG 53 4MATIC+ (MY25),115130.0,420.0,90.6,2690 kg
40502,Citroën,13.3,C5 Aircross Long Range,32935.0,485.0,96.9,2246 kg
40503,Citroën,13.3,ë-C3 Standard Range 44 kWh,22295.0,255.0,43.8,1491 kg
40504,Citroën,13.3,ë-C4,31960.0,290.0,46.3,1636 kg
40505,Citroën,13.3,ë-C3 Aircross Extended Range 54 kWh,23495.0,290.0,53.5,1607 kg
40506,Citroën,13.3,ë-C3 Urban Range 30 kWh,18495.0,175.0,29.8,1413 kg
40507,Citroën,13.3,C5 Aircross Comfort Range,30315.0,375.0,73.7,2184 kg
40508,Citroën,13.3,ë-C4,26150.0,285.0,46.3,1646 kg
40509,Citroën,13.3,ë-C4 X,31960.0,285.0,46.3,1659 kg
40510,Citroën,13.3,ë-C3 Aircross Comfort Range 44 kWh,21595.0,240.0,43.8,1579 kg
40511,Citroën,13.3,C-Zero,17520.0,85.0,14.5,1140 kg
40512,Citroën,13.3,ë-Berlingo M 50 kWh,29740.0,235.0,50.0,1811 kg
40513,Citroën,13.3,ë-C4 54 kWh,30005.0,325.0,50.8,1646 kg
40514,Citroën,13.3,ë-C4 X 54 kWh,30005.0,335.0,50.8,1652 kg
40515,Citroën,13.3,ë-Berlingo M 50 kWh,32315.0,205.0,46.3,1739 kg
40516,Citroën,13.3,ë-C4 X,27215.0,290.0,46.3,1659 kg
40517,Citroën,13.3,ë-Berlingo XL 50 kWh,30640.0,230.0,50.0,1881 kg
40518,Citroën,13.3,ë-C4 X 54 kWh,35800.0,330.0,50.8,1659 kg
40519,Citroën,13.3,ë-C4 54 kWh,35800.0,330.0,50.8,1636 kg
40520,Citroën,13.3,ë-C4,30895.0,280.0,46.3,1616 kg
40521,Citroën,13.3,ë-SpaceTourer M 75 kWh,42035.0,265.0,69.0,2211 kg
40522,Citroën,13.3,C-Zero,21216.0,85.0,14.5,1140 kg
40523,Citroën,13.3,ë-SpaceTourer M 50 kWh,37045.0,185.0,46.3,1969 kg
40524,Citroën,13.3,ë-SpaceTourer M 50 kWh,36635.0,180.0,46.3,2027 kg
40525,Citroën,13.3,ë-SpaceTourer XL 75 kWh,42935.0,265.0,69.0,2240 kg
40526,Citroën,13.3,ë-SpaceTourer XL 50 kWh,37535.0,180.0,46.3,2056 kg
40527,Citroën,13.3,ë-Berlingo XL 50 kWh,33315.0,205.0,46.3,1813 kg
40528,Citroën,13.3,ë-SpaceTourer XL 50 kWh,37885.0,180.0,46.3,1989 kg
40529,Porsche,2.9,Cayenne Electric (MY26),83200.0,520.0,108.0,2600 kg
40530,Porsche,2.9,Macan Electric (MY25),68500.0,495.0,94.9,2295 kg
40531,Porsche,2.9,Taycan,75500.0,410.0,71.0,2125 kg
40532,Porsche,2.9,Taycan,86500.0,495.0,82.3,2165 kg
40533,Porsche,2.9,Taycan 4S,86500.0,395.0,71.0,2215 kg
40534,Porsche,2.9,Macan 4 Electric (MY24-25),69800.0,470.0,94.9,2405 kg
40535,Porsche,2.9,Taycan Turbo S,142400.0,400.0,83.7,2370 kg
40536,Porsche,2.9,Taycan Plus,88200.0,575.0,97.0,2245 kg
40537,Porsche,2.9,Cayenne Turbo Electric (MY26),130900.0,495.0,108.0,2720 kg
40538,Porsche,2.9,Taycan Turbo S,162200.0,525.0,97.0,2370 kg
40539,Porsche,2.9,Taycan 4S,95900.0,490.0,82.3,2245 kg
40540,Porsche,2.9,Taycan 4 Cross Turismo,84500.0,420.0,83.7,2320 kg
40541,Porsche,2.9,Macan 4 Electric (MY26),71900.0,470.0,94.9,2405 kg
40542,Porsche,2.9,Taycan Turbo,119900.0,415.0,83.7,2380 kg
40543,Porsche,2.9,Macan Electric (MY26),68600.0,495.0,94.9,2295 kg
40544,Porsche,2.9,Macan Turbo Electric (MY24-25),95000.0,465.0,94.9,2480 kg
40545,Porsche,2.9,Taycan 4S Plus,90406.0,460.0,83.7,2295 kg
40546,Porsche,2.9,Taycan Turbo GT,189200.0,475.0,97.0,2365 kg
40547,Porsche,2.9,Macan 4S Electric (MY25),76900.0,470.0,94.9,2420 kg
40548,Porsche,2.9,Taycan GTS,110200.0,450.0,83.7,2370 kg
40549,Porsche,2.9,Taycan 4 Cross Turismo,96800.0,510.0,97.0,2355 kg
40550,Porsche,2.9,Taycan GTS,118200.0,535.0,97.0,2360 kg
40551,Porsche,2.9,Macan GTS Electric (MY26),89000.0,465.0,94.9,2470 kg
40552,Porsche,2.9,Taycan 4S Plus,96200.0,565.0,97.0,2325 kg
40553,Porsche,2.9,Macan Turbo Electric (MY26),97500.0,465.0,94.9,2480 kg
40554,Porsche,2.9,Taycan 4S Cross Turismo,99200.0,510.0,97.0,2355 kg
40555,Porsche,2.9,Taycan Plus,79549.0,475.0,83.7,2205 kg
40556,Porsche,2.9,Taycan Turbo GT Weissach,189200.0,475.0,97.0,2295 kg
40557,Porsche,2.9,Taycan,79200.0,420.0,71.0,2125 kg
40558,Porsche,2.9,Taycan 4S Cross Turismo,91000.0,420.0,83.7,2320 kg
40559,Porsche,2.9,Macan 4S Electric (MY26),77100.0,470.0,94.9,2420 kg
40560,Porsche,2.9,Taycan 4 Cross Turismo,88200.0,440.0,83.7,2320 kg
40561,Porsche,2.9,Taycan 4S,90700.0,415.0,71.0,2215 kg
40562,Porsche,2.9,Taycan Turbo,135200.0,535.0,97.0,2365 kg
40563,Porsche,2.9,Taycan 4S Cross Turismo,95200.0,440.0,83.7,2320 kg
40564,Porsche,2.9,Taycan Plus Sport Turismo,89200.0,530.0,97.0,2270 kg
40565,Porsche,2.9,Taycan Sport Turismo,87300.0,460.0,82.3,2190 kg
40566,Porsche,2.9,Taycan GTS Sport Turismo,119200.0,505.0,97.0,2385 kg
40567,Porsche,2.9,Taycan 4S Plus Sport Turismo,97200.0,510.0,97.0,2350 kg
40568,Porsche,2.9,Taycan Turbo S Cross Turismo,165200.0,485.0,97.0,2400 kg
40569,Porsche,2.9,Taycan Sport Turismo,80200.0,380.0,71.0,2155 kg
40570,Porsche,2.9,Taycan 4S Sport Turismo,96700.0,440.0,82.3,2270 kg
40571,Porsche,2.9,Taycan Turbo S Sport Turismo,163200.0,505.0,97.0,2395 kg
40572,Porsche,2.9,Taycan Turbo,125800.0,445.0,83.7,2380 kg
40573,Porsche,2.9,Taycan Turbo Cross Turismo,138200.0,495.0,97.0,2395 kg
40574,Porsche,2.9,Taycan Turbo S,148300.0,430.0,83.7,2370 kg
40575,Porsche,2.9,Taycan 4S Plus,94996.0,480.0,83.7,2295 kg
40576,Porsche,2.9,Taycan Turbo Sport Turismo,136200.0,505.0,97.0,2390 kg
40577,Porsche,2.9,Taycan GTS Sport Turismo,111200.0,425.0,83.7,2385 kg
40578,Porsche,2.9,Taycan Turbo Cross Turismo,120900.0,395.0,83.7,2395 kg
40579,Porsche,2.9,Taycan 4S Sport Turismo,91700.0,370.0,71.0,2245 kg
40580,Porsche,2.9,Taycan Turbo S Cross Turismo,143400.0,380.0,83.7,2395 kg
40581,Porsche,2.9,Taycan Turbo S Sport Turismo,149300.0,395.0,83.7,2400 kg
40582,Porsche,2.9,Taycan Plus,83654.0,485.0,83.7,2205 kg
40583,Porsche,2.9,Taycan 4S Plus Sport Turismo,95996.0,430.0,83.7,2325 kg
40584,Porsche,2.9,Taycan Plus Sport Turismo,84654.0,445.0,83.7,2235 kg
40585,Porsche,2.9,Taycan Turbo S Cross Turismo,149300.0,410.0,83.7,2395 kg
40586,Porsche,2.9,Taycan Turbo Cross Turismo,126800.0,425.0,83.7,2395 kg
40587,Porsche,2.9,Taycan Turbo Sport Turismo,126800.0,405.0,83.7,2405 kg
40588,Porsche,2.8,Cayenne Electric (MY26),83200.0,520.0,108.0,2600 kg
40589,Porsche,2.8,Macan Electric (MY25),68500.0,495.0,94.9,2295 kg
40590,Porsche,2.8,Taycan,75500.0,410.0,71.0,2125 kg
40591,Porsche,2.8,Taycan,86500.0,495.0,82.3,2165 kg
40592,Porsche,2.8,Taycan 4S,86500.0,395.0,71.0,2215 kg
40593,Porsche,2.8,Macan 4 Electric (MY24-25),69800.0,470.0,94.9,2405 kg
40594,Porsche,2.8,Taycan Turbo S,142400.0,400.0,83.7,2370 kg
40595,Porsche,2.8,Taycan Plus,88200.0,575.0,97.0,2245 kg
40596,Porsche,2.8,Cayenne Turbo Electric (MY26),130900.0,495.0,108.0,2720 kg
40597,Porsche,2.8,Taycan Turbo S,162200.0,525.0,97.0,2370 kg
40598,Porsche,2.8,Taycan 4S,95900.0,490.0,82.3,2245 kg
40599,Porsche,2.8,Taycan 4 Cross Turismo,84500.0,420.0,83.7,2320 kg
40600,Porsche,2.8,Macan 4 Electric (MY26),71900.0,470.0,94.9,2405 kg
40601,Porsche,2.8,Taycan Turbo,119900.0,415.0,83.7,2380 kg
40602,Porsche,2.8,Macan Electric (MY26),68600.0,495.0,94.9,2295 kg
40603,Porsche,2.8,Macan Turbo Electric (MY24-25),95000.0,465.0,94.9,2480 kg
40604,Porsche,2.8,Taycan 4S Plus,90406.0,460.0,83.7,2295 kg
40605,Porsche,2.8,Taycan Turbo GT,189200.0,475.0,97.0,2365 kg
40606,Porsche,2.8,Macan 4S Electric (MY25),76900.0,470.0,94.9,2420 kg
40607,Porsche,2.8,Taycan GTS,110200.0,450.0,83.7,2370 kg
40608,Porsche,2.8,Taycan 4 Cross Turismo,96800.0,510.0,97.0,2355 kg
40609,Porsche,2.8,Taycan GTS,118200.0,535.0,97.0,2360 kg
40610,Porsche,2.8,Macan GTS Electric (MY26),89000.0,465.0,94.9,2470 kg
40611,Porsche,2.8,Taycan 4S Plus,96200.0,565.0,97.0,2325 kg
40612,Porsche,2.8,Macan Turbo Electric (MY26),97500.0,465.0,94.9,2480 kg
40613,Porsche,2.8,Taycan 4S Cross Turismo,99200.0,510.0,97.0,2355 kg
40614,Porsche,2.8,Taycan Plus,79549.0,475.0,83.7,2205 kg
40615,Porsche,2.8,Taycan Turbo GT Weissach,189200.0,475.0,97.0,2295 kg
40616,Porsche,2.8,Taycan,79200.0,420.0,71.0,2125 kg
40617,Porsche,2.8,Taycan 4S Cross Turismo,91000.0,420.0,83.7,2320 kg
40618,Porsche,2.8,Macan 4S Electric (MY26),77100.0,470.0,94.9,2420 kg
40619,Porsche,2.8,Taycan 4 Cross Turismo,88200.0,440.0,83.7,2320 kg
40620,Porsche,2.8,Taycan 4S,90700.0,415.0,71.0,2215 kg
40621,Porsche,2.8,Taycan Turbo,135200.0,535.0,97.0,2365 kg
40622,Porsche,2.8,Taycan 4S Cross Turismo,95200.0,440.0,83.7,2320 kg
40623,Porsche,2.8,Taycan Plus Sport Turismo,89200.0,530.0,97.0,2270 kg
40624,Porsche,2.8,Taycan Sport Turismo,87300.0,460.0,82.3,2190 kg
40625,Porsche,2.8,Taycan GTS Sport Turismo,119200.0,505.0,97.0,2385 kg
40626,Porsche,2.8,Taycan 4S Plus Sport Turismo,97200.0,510.0,97.0,2350 kg
40627,Porsche,2.8,Taycan Turbo S Cross Turismo,165200.0,485.0,97.0,2400 kg
40628,Porsche,2.8,Taycan Sport Turismo,80200.0,380.0,71.0,2155 kg
40629,Porsche,2.8,Taycan 4S Sport Turismo,96700.0,440.0,82.3,2270 kg
40630,Porsche,2.8,Taycan Turbo S Sport Turismo,163200.0,505.0,97.0,2395 kg
40631,Porsche,2.8,Taycan Turbo,125800.0,445.0,83.7,2380 kg
40632,Porsche,2.8,Taycan Turbo Cross Turismo,138200.0,495.0,97.0,2395 kg
40633,Porsche,2.8,Taycan Turbo S,148300.0,430.0,83.7,2370 kg
40634,Porsche,2.8,Taycan 4S Plus,94996.0,480.0,83.7,2295 kg
40635,Porsche,2.8,Taycan Turbo Sport Turismo,136200.0,505.0,97.0,2390 kg
40636,Porsche,2.8,Taycan GTS Sport Turismo,111200.0,425.0,83.7,2385 kg
40637,Porsche,2.8,Taycan Turbo Cross Turismo,120900.0,395.0,83.7,2395 kg
40638,Porsche,2.8,Taycan 4S Sport Turismo,91700.0,370.0,71.0,2245 kg
40639,Porsche,2.8,Taycan Turbo S Cross Turismo,143400.0,380.0,83.7,2395 kg
40640,Porsche,2.8,Taycan Turbo S Sport Turismo,149300.0,395.0,83.7,2400 kg
40641,Porsche,2.8,Taycan Plus,83654.0,485.0,83.7,2205 kg
40642,Porsche,2.8,Taycan 4S Plus Sport Turismo,95996.0,430.0,83.7,2325 kg
40643,Porsche,2.8,Taycan Plus Sport Turismo,84654.0,445.0,83.7,2235 kg
40644,Porsche,2.8,Taycan Turbo S Cross Turismo,149300.0,410.0,83.7,2395 kg
40645,Porsche,2.8,Taycan Turbo Cross Turismo,126800.0,425.0,83.7,2395 kg
40646,Porsche,2.8,Taycan Turbo Sport Turismo,126800.0,405.0,83.7,2405 kg
40647,Porsche,5.4,Cayenne Electric (MY26),83200.0,520.0,108.0,2600 kg
40648,Porsche,5.4,Macan Electric (MY25),68500.0,495.0,94.9,2295 kg
40649,Porsche,5.4,Taycan,75500.0,410.0,71.0,2125 kg
40650,Porsche,5.4,Taycan,86500.0,495.0,82.3,2165 kg
40651,Porsche,5.4,Taycan 4S,86500.0,395.0,71.0,2215 kg
40652,Porsche,5.4,Macan 4 Electric (MY24-25),69800.0,470.0,94.9,2405 kg
40653,Porsche,5.4,Taycan Turbo S,142400.0,400.0,83.7,2370 kg
40654,Porsche,5.4,Taycan Plus,88200.0,575.0,97.0,2245 kg
40655,Porsche,5.4,Cayenne Turbo Electric (MY26),130900.0,495.0,108.0,2720 kg
40656,Porsche,5.4,Taycan Turbo S,162200.0,525.0,97.0,2370 kg
40657,Porsche,5.4,Taycan 4S,95900.0,490.0,82.3,2245 kg
40658,Porsche,5.4,Taycan 4 Cross Turismo,84500.0,420.0,83.7,2320 kg
40659,Porsche,5.4,Macan 4 Electric (MY26),71900.0,470.0,94.9,2405 kg
40660,Porsche,5.4,Taycan Turbo,119900.0,415.0,83.7,2380 kg
40661,Porsche,5.4,Macan Electric (MY26),68600.0,495.0,94.9,2295 kg
40662,Porsche,5.4,Macan Turbo Electric (MY24-25),95000.0,465.0,94.9,2480 kg
40663,Porsche,5.4,Taycan 4S Plus,90406.0,460.0,83.7,2295 kg
40664,Porsche,5.4,Taycan Turbo GT,189200.0,475.0,97.0,2365 kg
40665,Porsche,5.4,Macan 4S Electric (MY25),76900.0,470.0,94.9,2420 kg
40666,Porsche,5.4,Taycan GTS,110200.0,450.0,83.7,2370 kg
40667,Porsche,5.4,Taycan 4 Cross Turismo,96800.0,510.0,97.0,2355 kg
40668,Porsche,5.4,Taycan GTS,118200.0,535.0,97.0,2360 kg
40669,Porsche,5.4,Macan GTS Electric (MY26),89000.0,465.0,94.9,2470 kg
40670,Porsche,5.4,Taycan 4S Plus,96200.0,565.0,97.0,2325 kg
40671,Porsche,5.4,Macan Turbo Electric (MY26),97500.0,465.0,94.9,2480 kg
40672,Porsche,5.4,Taycan 4S Cross Turismo,99200.0,510.0,97.0,2355 kg
40673,Porsche,5.4,Taycan Plus,79549.0,475.0,83.7,2205 kg
40674,Porsche,5.4,Taycan Turbo GT Weissach,189200.0,475.0,97.0,2295 kg
40675,Porsche,5.4,Taycan,79200.0,420.0,71.0,2125 kg
40676,Porsche,5.4,Taycan 4S Cross Turismo,91000.0,420.0,83.7,2320 kg
40677,Porsche,5.4,Macan 4S Electric (MY26),77100.0,470.0,94.9,2420 kg
40678,Porsche,5.4,Taycan 4 Cross Turismo,88200.0,440.0,83.7,2320 kg
40679,Porsche,5.4,Taycan 4S,90700.0,415.0,71.0,2215 kg
40680,Porsche,5.4,Taycan Turbo,135200.0,535.0,97.0,2365 kg
40681,Porsche,5.4,Taycan 4S Cross Turismo,95200.0,440.0,83.7,2320 kg
40682,Porsche,5.4,Taycan Plus Sport Turismo,89200.0,530.0,97.0,2270 kg
40683,Porsche,5.4,Taycan Sport Turismo,87300.0,460.0,82.3,2190 kg
40684,Porsche,5.4,Taycan GTS Sport Turismo,119200.0,505.0,97.0,2385 kg
40685,Porsche,5.4,Taycan 4S Plus Sport Turismo,97200.0,510.0,97.0,2350 kg
40686,Porsche,5.4,Taycan Turbo S Cross Turismo,165200.0,485.0,97.0,2400 kg
